race year,age group,gender,city,latitude,longitude,name
2002,20-30,male,Wichita,37.650911,-97.372389,1
2002,20-30,male,Neuenkirch,47.07058,8.19928,1
2002,20-30,male,Poznań,52.39428710000001,16.8945007,1
2002,20-30,male,Viriat,46.25320900000001,5.216721,1
2002,20-30,male,Villers-le-Lac,47.059247,6.6677539999999995,1
2002,20-30,male,Villeurbanne,45.771944,4.8901709,1
2002,20-30,male,Suresnes,48.869797999999996,2.219033,1
2002,20-30,male,Ubstadt-Weiher,49.1892771,8.629103599999999,1
2002,20-30,male,Saint-Étienne,45.439695,4.3871779,1
2002,20-30,male,Montherod,46.49856920000001,6.36594,1
2002,20-30,male,Savièse,46.25117520000001,7.349158099999999,1
2002,20-30,male,Saône,47.225555,6.116118,1
2002,20-30,male,Schaffhausen,47.6958897,8.6380489,1
2002,20-30,male,Troistorrents,46.23624,6.8531999999999975,1
2002,20-30,male,Schlieren,47.398261100000006,8.448795,1
2002,20-30,male,Schmitten,50.269639700000006,8.4422899,1
2002,20-30,male,Seltisberg,47.4597027,7.717413700000002,1
2002,20-30,male,Seuzach,47.536482899999996,8.7363317,1
2002,20-30,male,Troistorrents,46.2312995,6.9194416,1
2002,20-30,male,Torun,53.0137902,18.5984437,1
2002,20-30,male,Thalwil,47.2949282,8.5644799,1
2002,20-30,male,Sirnach,47.461842600000004,8.996835800000003,1
2002,20-30,male,Surpierre,46.746642,6.8586731,1
2002,20-30,male,St-Imier,47.15222070000001,6.9962252000000005,1
2002,20-30,male,Saint-Prex,46.4829113,6.4583435000000025,1
2002,20-30,male,Urdorf,47.3867071,8.420693,1
2002,20-30,male,Saint-Jean-d'Aulps,46.234581,6.6556539999999975,1
2002,20-30,male,Vesancy,46.34813399999999,6.089217,1
2002,20-30,male,Puidoux,46.49884520000001,6.7691772,1
2002,20-30,male,Ville-la-Grand,46.201614899999996,6.2471439,1
2002,20-30,male,Puplinge,46.210555299999996,6.2317139,1
2002,20-30,male,Puteaux,48.88474799999999,2.23964,1
2002,20-30,male,Rechthalten,46.7678316,7.240663199999997,1
2002,20-30,male,Villars-Sainte-Croix,46.5679792,6.5612249999999985,1
2002,20-30,male,Regensdorf,47.442195399999996,8.464943400000001,1
2002,20-30,male,Richterswil,47.205389200000006,8.7070691,1
2002,20-30,male,Saint-Germain-Nuelles,45.853056,4.6120727,1
2002,20-30,male,Valeyres-sous-Montagny,46.798933500000004,6.6088388999999985,1
2002,20-30,male,Rivaz,46.4764133,6.7786130999999985,1
2002,20-30,male,Rolle,46.4612971,6.339754900000001,1
2002,20-30,male,Valbroye,46.7558,6.900779999999999,1
2002,20-30,male,Val-de-Travers,46.9262933,6.6324944000000015,1
2002,20-30,male,Saint-Genis-Pouilly,46.2437479,6.02513,1
2002,20-30,male,Uzwil,47.444579299999994,9.1412359,1
2002,20-30,male,Salmsach,47.5547407,9.370913,1
2002,20-30,male,Aarberg,47.042055299999994,7.2751012,1
2002,20-30,male,Milvignes,46.966871399999995,6.8589727,1
2002,20-30,male,Dijon,47.322047,5.04148,1
2002,20-30,male,Bussigny-près-Lausanne,46.5517429,6.558615,1
2002,20-30,male,Censeau,46.814398,6.0673198999999975,1
2002,20-30,male,Châtel-Saint-Denis,46.5269159,6.9010894999999985,1
2002,20-30,male,Chêne-Bourg,46.19735,6.19731,1
2002,20-30,male,Commugny,46.318704600000004,6.1774577000000015,1
2002,20-30,male,Compiègne,49.41781599999999,2.826145,1
2002,20-30,male,Confignon,46.1740305,6.0835592000000025,1
2002,20-30,male,Conthey,46.2244777,7.303512,1
2002,20-30,male,Conthey,46.254670000000004,7.303610000000001,1
2002,20-30,male,Corpataux-Magnedens,46.74236370000001,7.096413099999999,1
2002,20-30,male,Corsier,46.2626576,6.2250270999999975,1
2002,20-30,male,Corsier-sur-Vevey,46.472524299999996,6.848285400000001,1
2002,20-30,male,Cossonay,46.61353270000001,6.5081849,1
2002,20-30,male,Courgenay,47.4031793,7.1268157999999975,1
2002,20-30,male,Courtaman,46.872,7.13,1
2002,20-30,male,Crans-Montana,46.3093274,7.495884299999997,1
2002,20-30,male,Crans-Montana,46.3118579,7.4823527,1
2002,20-30,male,Crans-près-Céligny,46.3598471,6.206461900000001,1
2002,20-30,male,Cranves-Sales,46.1876419,6.292593,1
2002,20-30,male,Croy,55.961130000000004,-4.0395559,1
2002,20-30,male,Davos,46.7918094,9.8209475,1
2002,20-30,male,Delémont,47.365837,7.3451555000000015,1
2002,20-30,male,Denges,46.529121,6.540508,1
2002,20-30,male,Buschwiller,47.55862800000001,7.507414999999999,1
2002,20-30,male,Bulle,46.6154512,7.0577267999999975,1
2002,20-30,male,Buchs,47.165540299999996,9.4708594,1
2002,20-30,male,Ballaigues,46.729688700000004,6.4159235999999975,1
2002,20-30,male,Aidlingen,48.6790564,8.8957465,1
2002,20-30,male,Aix-les-Bains,45.692341,5.908998,1
2002,20-30,male,Allschwil,47.5528925,7.5433615000000005,1
2002,20-30,male,Ambilly,46.19410900000001,6.223001,1
2002,20-30,male,Ammerswil,47.3694701,8.2069648,1
2002,20-30,male,Aubonne,46.495329100000006,6.3918325,1
2002,20-30,male,Ayent,46.2765711,7.4058145999999985,1
2002,20-30,male,Baden,47.4550943,8.287015,1
2002,20-30,male,Bagnes,46.08014,7.2104800000000004,1
2002,20-30,male,Bagnes,46.0960814,7.2285512,1
2002,20-30,male,Bardonnex,46.1445989,6.1361365,1
2002,20-30,male,Brugg,47.48673549999999,8.2109103,1
2002,20-30,male,Beaverton,45.49341039999999,-122.82039809999999,1
2002,20-30,male,Bellegarde-sur-Valserine,46.10759900000001,5.826179,1
2002,20-30,male,Belmont-sur-Lausanne,46.51912670000001,6.678912299999999,1
2002,20-30,male,Berg,47.241667,8.958333,1
2002,20-30,male,Berikon,47.352,8.37021,1
2002,20-30,male,Biberist,47.1818339,7.5577799,1
2002,20-30,male,Biel-Benken,47.506271999999996,7.525532099999999,1
2002,20-30,male,Bois-d'Amont,46.53536,6.1395349999999995,1
